"","Report.ID","Model","Lighting","Weather...Clear","Weather...Snow","Weather...Cloudy","Weather...Fog.Smoke","Weather...Rain","Weather...Severe.Wind","Weather...Unknown","Weather...Other","Weather...Other.Text","Highest.Injury.Severity.Alleged"
"548","30610-3508","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"549","30610-3703","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"550","30610-4993","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"551","30610-4994","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"552","30610-4995","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"553","30610-5232","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"554","540-5227","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"555","30412-5220","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"556","30531-5205","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"557","30531-5336","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"558","30531-5335","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"559","30531-5328","I-Pace","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"560","30531-5329","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"561","30531-5330","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"562","30531-5331","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"563","30531-5330","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"564","30531-5329","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"565","30531-5328","I-Pace","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"566","30270-5324","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"567","30270-5326","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"568","30270-5325","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"569","30792-4714","Leaf SV Plus","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"570","30270-5323","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"571","30270-5322","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"572","30270-5320","I-Pace","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"573","30270-5318","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"574","30270-5319","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"575","30270-5208","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"576","30270-5202","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"577","988-5310","579","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"578","540-5297","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"579","540-5296","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"580","30412-5288","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"581","30412-5287","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"582","30530-5289","579m","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"583","540-5264","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"584","540-5265","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"585","540-5262","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"586","540-5261","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"587","540-5263","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"588","30610-5225","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"589","30412-5243","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"590","30412-5242","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"591","30412-5241","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"592","30412-5240","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"593","30412-5229","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"594","30610-5225","111324","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"595","30610-5224","Highlander","Dark - Unknown Lighting","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"596","30610-5232","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"597","540-5227","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"598","30412-5220","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"599","30270-5208","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"600","669-5206","Santa Fe","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"601","30531-5205","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"602","30270-5202","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"603","540-5137","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"604","540-5141","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"605","30412-5136","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"606","30412-5140","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"607","30270-5114","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"608","540-5102","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"609","540-5102","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"610","30412-5101","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"611","540-5141","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"612","30412-5140","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"613","540-5137","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"614","30412-5136","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"615","30270-5114","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"616","540-5000","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"617","30412-4996","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"618","540-5102","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"619","30412-5101","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"620","30531-5088","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"621","30270-5085","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"622","30270-5081","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"623","30270-5085","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"624","30270-5082","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"625","30270-5083","I-Pace","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"626","540-4965","AV","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"627","30412-4960","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"628","540-5061","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"629","540-5060","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"630","855-5058","S580","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"631","855-5055","S580","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"632","988-4816","T680","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"633","30610-4995","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"634","30610-4994","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"635","30610-4993","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"636","30610-4815","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"637","30412-5036","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"638","30412-5035","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"639","30391-5009","T680","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"640","30410-5003","Ioniq 5","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"641","540-5000","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"642","30412-4996","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"643","540-4965","AV","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"644","30412-4960","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"645","30531-4907","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"646","30270-4906","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"647","30531-4907","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"648","30270-4906","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"649","540-4832","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"650","30412-4829","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"651","30690-4793","2.0","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"652","30610-4810","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"653","30531-4883","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"654","30270-4882","Pacifica","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"655","30270-4881","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"656","30270-4880","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"657","30391-4811","T680","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"658","30610-4814","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"659","30410-4799","Ioniq 5","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"660","540-4832","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"661","30412-4829","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"662","30391-4811","T680","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"663","30610-4810","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"664","30270-4768","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"665","30270-4768","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"666","30531-4720","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"667","30531-4726","I-Pace","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"668","30531-4721","579 Epiq","Dark - Not Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"669","30531-4719","I- Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"670","30531-4719","I- Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"671","30531-4726","I-Pace","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"672","30531-4721","579 Epiq","Dark - Not Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"673","30531-4719","I- Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"674","30531-4721","579 Epiq","Dark - Not Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"675","30531-4720","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"676","30531-4719","I- Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"677","30270-4710","I-Pace","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"678","30270-4708","579 Epiq","Dark - Not Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"679","30270-4707","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"680","30270-4706","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"681","540-4671","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"682","540-4670","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"683","30412-4642","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"684","30412-4640","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"685","540-4541","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"686","540-4541","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"687","30412-4540","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"688","540-4524","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"689","30412-4511","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"690","30531-4506","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"691","30270-4505","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"692","540-4541","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"693","30412-4540","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"694","540-4524","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"695","30412-4511","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"696","1306-4390","Sienna","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"697","1306-4389","RX450H","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"698","30531-4506","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"699","30270-4505","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"700","30531-4492","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"701","30531-4494","I-Pace","Daylight"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"702","30531-4492","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"703","30270-4485","I-Pace","Daylight"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"704","30270-4484","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"705","30270-4482","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"706","30490-4473","ARMA","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"707","855-4460","S450","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"708","30571-4399","S450","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"709","30571-4399","S450","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"710","30270-4363","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"711","30610-4362","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"712","30610-4383","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"713","30610-4384","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"714","30610-4385","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"715","1306-4390","Sienna","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"716","1306-4389","RX450H","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"717","30413-4378","Sienna","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"718","30270-4363","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"719","30413-4352","RX450h","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"720","30531-4278","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"721","30270-4274","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"722","30530-4264","579","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"723","502-4132","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"724","502-4131","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"725","1306-4235","Sienna","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"726","30610-4217","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"727","30610-4215","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"728","30413-4170","RX450H","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"729","30531-4108","579 Epiq","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"730","30270-4104","579 Epiq","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"731","30290-4128","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"732","30290-4127","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"733","1422-4087","Polestar 2","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"734","30531-4108","579 Epiq","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"735","30270-4104","579 Epiq","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"736","1422-4087","Polestar 2","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"737","30531-4081","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"738","30531-4080","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"739","30531-4079","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"740","30531-4077","579 Epiq","Dark - Not Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"741","30270-4074","579 Epiq","Dark - Not Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"742","30270-4073","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"743","30270-4072","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"744","30270-4051","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"745","502-4026","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"746","1306-4010","RX450H","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"747","540-4019","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"748","540-4019","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"749","30290-3985","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"750","30412-3978","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"751","30412-3978","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"752","30413-3943","Sienna","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"753","502-3914","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"754","30290-3913","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"755","502-3914","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"756","30290-3913","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"757","30531-3809","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"758","30270-3786","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"759","30414-3903","EZ10 Gen 3","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"760","30531-3884","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"761","30531-3883","I-Pace","Dark - Lighted"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"762","30531-3882","579 Epiq","Dawn / Dusk"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"763","30531-3881","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"764","30531-3880","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"765","988-3684","T680","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"766","30531-3879","I-Pace","Dark - Lighted"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"767","30531-3877","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"768","30270-3852","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"769","30270-3851","I-Pace","Dark - Lighted"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"770","30270-3848","579 Epiq","Dawn / Dusk"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"771","30270-3844","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"772","30270-3843","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"773","30270-3842","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"774","30270-3841","I-Pace","Dark - Lighted"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"775","30270-3838","Pacifica","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"776","30270-3837","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"777","502-3866","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"778","502-3864","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"779","30290-3800","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"780","30290-3797","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"781","540-3820","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"782","540-3819","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"783","30610-3751","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"784","30412-3806","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"785","30412-3801","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"786","30531-3809","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"787","30391-3808","T680","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"788","30270-3786","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"789","540-3753","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"790","30412-3748","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"791","30413-3764","RX450H","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"792","30610-3752","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"793","30610-3719","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"794","540-3753","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"795","30610-3752","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"796","30412-3748","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"797","30610-3703","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"798","30310-3698","EZ10 Gen 3","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"799","30610-3719","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"800","30391-3678","T680","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"801","30531-3626","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"802","30610-3703","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"803","30270-3595","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"804","30414-3650","EZ10 Gen 3","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"805","988-3684","T680","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"806","30391-3678","T680","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"807","30531-3665","I-Pace","Daylight"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"808","30531-3664","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"809","30531-3663","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"810","30531-3662","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"811","30531-3661","Pacifica","Dark - Lighted"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"812","30531-3660","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"813","30531-3546","Pacifica","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"814","30270-3655","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"815","540-3644","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"816","540-3645","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"817","540-3643","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"818","540-3647","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"819","30270-3545","Pacifica","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
